deal_id,deal_name,customer_id,amount,stage,pipeline,is_closed,is_won,close_date,create_date,probability,source
DEAL_0327,Deal 327,CUST_3945,13318.2,Closed Lost,Partnership Pipeline,True,False,2025-10-17 16:50:40.579192,2025-11-25 16:50:40.579194,0,Mock Data
DEAL_0328,Deal 328,CUST_0810,173309.36,Qualification,Sales Pipeline,False,False,2025-11-23 16:50:40.579214,2025-11-27 16:50:40.579216,75,Mock Data
DEAL_0329,Deal 329,CUST_1724,25274.57,Closed Won,Consulting Pipeline,True,True,2025-11-15 16:50:40.579237,2025-06-16 16:50:40.579240,100,Mock Data
DEAL_0330,Deal 330,CUST_3279,11771.94,Closed Lost,Consulting Pipeline,True,False,2025-10-04 16:50:40.579258,2025-10-04 16:50:40.579261,0,Mock Data
DEAL_0331,Deal 331,CUST_3176,1402.73,Negotiation,Sales Pipeline,False,False,2025-12-07 16:50:40.579280,2025-08-30 16:50:40.579282,60,Mock Data
DEAL_0332,Deal 332,CUST_4047,5867.63,Negotiation,Partnership Pipeline,False,False,2025-12-14 16:50:40.579303,2025-12-05 16:50:40.579305,49,Mock Data
DEAL_0333,Deal 333,CUST_3390,742.58,Qualification,Sales Pipeline,False,False,2025-12-23 16:50:40.579325,2025-08-12 16:50:40.579328,14,Mock Data
DEAL_0334,Deal 334,CUST_3164,561.42,Prospecting,Consulting Pipeline,False,False,2025-12-13 16:50:40.579349,2025-07-04 16:50:40.579351,36,Mock Data
DEAL_0335,Deal 335,CUST_4144,5071.3,Closed Lost,Consulting Pipeline,True,False,2025-11-02 16:50:40.579372,2025-09-05 16:50:40.579374,0,Mock Data
DEAL_0336,Deal 336,CUST_1729,3801.18,Closed Lost,Consulting Pipeline,True,False,2025-09-24 16:50:40.579393,2025-07-03 16:50:40.579396,0,Mock Data
DEAL_0337,Deal 337,CUST_0160,1739.36,Closed Won,Consulting Pipeline,True,True,2025-10-29 16:50:40.579414,2025-08-16 16:50:40.579417,100,Mock Data
DEAL_0338,Deal 338,CUST_3049,269.8,Closed Lost,Partnership Pipeline,True,False,2025-10-01 16:50:40.579436,2025-08-05 16:50:40.579438,0,Mock Data
DEAL_0339,Deal 339,CUST_3200,12412.4,Proposal,Partnership Pipeline,False,False,2026-01-07 16:50:40.579457,2025-10-29 16:50:40.579459,11,Mock Data
DEAL_0340,Deal 340,CUST_1922,2730.87,Proposal,Partnership Pipeline,False,False,2025-12-17 16:50:40.579479,2025-11-22 16:50:40.579482,86,Mock Data
DEAL_0341,Deal 341,CUST_0197,15844.04,Qualification,Sales Pipeline,False,False,2025-12-14 16:50:40.579502,2025-12-03 16:50:40.579505,58,Mock Data
DEAL_0342,Deal 342,CUST_2479,99798.66,Prospecting,Consulting Pipeline,False,False,2025-12-22 16:50:40.579526,2025-07-18 16:50:40.579529,56,Mock Data
DEAL_0343,Deal 343,CUST_1981,2535.21,Proposal,Consulting Pipeline,False,False,2025-12-13 16:50:40.579549,2025-06-15 16:50:40.579551,11,Mock Data
DEAL_0344,Deal 344,CUST_1296,2133.41,Negotiation,Consulting Pipeline,False,False,2025-12-20 16:50:40.579571,2025-10-02 16:50:40.579574,24,Mock Data
DEAL_0345,Deal 345,CUST_3433,1130.01,Negotiation,Consulting Pipeline,False,False,2025-11-12 16:50:40.579594,2025-07-14 16:50:40.579598,80,Mock Data
DEAL_0346,Deal 346,CUST_2989,601.83,Prospecting,Sales Pipeline,False,False,2025-12-25 16:50:40.579619,2025-11-09 16:50:40.579621,50,Mock Data
DEAL_0347,Deal 347,CUST_0713,6182.22,Closed Lost,Consulting Pipeline,True,False,2025-10-01 16:50:40.579642,2025-08-27 16:50:40.579644,0,Mock Data
DEAL_0348,Deal 348,CUST_3032,4791.62,Prospecting,Sales Pipeline,False,False,2025-11-29 16:50:40.579663,2025-06-14 16:50:40.579666,48,Mock Data
DEAL_0349,Deal 349,CUST_0042,556374.46,Qualification,Partnership Pipeline,False,False,2026-01-03 16:50:40.579686,2025-10-31 16:50:40.579689,45,Mock Data
DEAL_0350,Deal 350,CUST_2710,66389.17,Negotiation,Sales Pipeline,False,False,2026-01-05 16:50:40.579710,2025-11-21 16:50:40.579712,82,Mock Data
DEAL_0351,Deal 351,CUST_2605,1336.99,Closed Lost,Partnership Pipeline,True,False,2025-09-12 16:50:40.579733,2025-08-11 16:50:40.579735,0,Mock Data
DEAL_0352,Deal 352,CUST_1460,719.2,Prospecting,Sales Pipeline,False,False,2025-12-05 16:50:40.579754,2025-08-05 16:50:40.579756,85,Mock Data
DEAL_0353,Deal 353,CUST_1352,353165.6,Qualification,Sales Pipeline,False,False,2025-12-27 16:50:40.579777,2025-06-19 16:50:40.579780,13,Mock Data
DEAL_0354,Deal 354,CUST_3772,13513.52,Negotiation,Consulting Pipeline,False,False,2025-11-21 16:50:40.579805,2025-06-23 16:50:40.579808,74,Mock Data
DEAL_0355,Deal 355,CUST_1647,54.9,Closed Lost,Partnership Pipeline,True,False,2025-11-22 16:50:40.579828,2025-07-19 16:50:40.579831,0,Mock Data
DEAL_0356,Deal 356,CUST_3653,4293.05,Negotiation,Sales Pipeline,False,False,2025-11-23 16:50:40.579849,2025-07-23 16:50:40.579852,75,Mock Data
DEAL_0357,Deal 357,CUST_2803,98885.6,Closed Lost,Consulting Pipeline,True,False,2025-10-04 16:50:40.579872,2025-09-27 16:50:40.579875,0,Mock Data
DEAL_0358,Deal 358,CUST_3722,326.79,Closed Won,Partnership Pipeline,True,True,2025-10-17 16:50:40.579893,2025-08-03 16:50:40.579896,100,Mock Data
DEAL_0359,Deal 359,CUST_2764,2397.62,Proposal,Sales Pipeline,False,False,2026-01-07 16:50:40.579915,2025-07-25 16:50:40.579917,11,Mock Data
DEAL_0360,Deal 360,CUST_4218,5457.3,Closed Lost,Consulting Pipeline,True,False,2025-10-18 16:50:40.579938,2025-11-03 16:50:40.579940,0,Mock Data
DEAL_0361,Deal 361,CUST_3841,2031.37,Closed Lost,Partnership Pipeline,True,False,2025-12-03 16:50:40.579959,2025-10-09 16:50:40.579962,0,Mock Data
DEAL_0362,Deal 362,CUST_0728,221.99,Closed Won,Consulting Pipeline,True,True,2025-09-15 16:50:40.579980,2025-09-01 16:50:40.579983,100,Mock Data
DEAL_0363,Deal 363,CUST_3748,17746.22,Closed Lost,Consulting Pipeline,True,False,2025-10-02 16:50:40.580002,2025-10-01 16:50:40.580005,0,Mock Data
DEAL_0364,Deal 364,CUST_1752,899.93,Closed Lost,Partnership Pipeline,True,False,2025-09-13 16:50:40.580024,2025-08-16 16:50:40.580026,0,Mock Data
DEAL_0365,Deal 365,CUST_4906,4162.74,Closed Won,Consulting Pipeline,True,True,2025-10-09 16:50:40.580045,2025-08-18 16:50:40.580047,100,Mock Data
DEAL_0366,Deal 366,CUST_4807,1630.04,Closed Lost,Sales Pipeline,True,False,2025-11-15 16:50:40.580066,2025-11-08 16:50:40.580068,0,Mock Data
DEAL_0367,Deal 367,CUST_1919,35700.43,Prospecting,Partnership Pipeline,False,False,2025-12-28 16:50:40.580087,2025-12-01 16:50:40.580090,82,Mock Data
DEAL_0368,Deal 368,CUST_2058,2755.09,Negotiation,Consulting Pipeline,False,False,2026-01-07 16:50:40.580110,2025-11-30 16:50:40.580113,49,Mock Data
DEAL_0369,Deal 369,CUST_1252,7710.37,Closed Lost,Sales Pipeline,True,False,2025-10-28 16:50:40.580133,2025-09-10 16:50:40.580136,0,Mock Data
DEAL_0370,Deal 370,CUST_2607,1345.6,Closed Lost,Consulting Pipeline,True,False,2025-11-24 16:50:40.580155,2025-07-02 16:50:40.580157,0,Mock Data
DEAL_0371,Deal 371,CUST_2988,130713.43,Closed Lost,Sales Pipeline,True,False,2025-11-15 16:50:40.580176,2025-11-23 16:50:40.580179,0,Mock Data
DEAL_0372,Deal 372,CUST_3990,405.69,Proposal,Sales Pipeline,False,False,2025-12-17 16:50:40.580197,2025-11-13 16:50:40.580200,14,Mock Data
DEAL_0373,Deal 373,CUST_0146,1113.65,Qualification,Partnership Pipeline,False,False,2025-12-23 16:50:40.580220,2025-11-28 16:50:40.580223,22,Mock Data
DEAL_0374,Deal 374,CUST_1929,1251.89,Qualification,Consulting Pipeline,False,False,2025-12-27 16:50:40.580243,2025-07-10 16:50:40.580246,19,Mock Data
DEAL_0375,Deal 375,CUST_3374,13567.62,Closed Won,Sales Pipeline,True,True,2025-10-05 16:50:40.580266,2025-10-26 16:50:40.580269,100,Mock Data
DEAL_0376,Deal 376,CUST_1282,61680.01,Qualification,Consulting Pipeline,False,False,2026-01-06 16:50:40.580288,2025-07-23 16:50:40.580291,54,Mock Data
DEAL_0377,Deal 377,CUST_4222,7999.93,Prospecting,Consulting Pipeline,False,False,2025-11-11 16:50:40.580312,2025-07-17 16:50:40.580315,56,Mock Data
DEAL_0378,Deal 378,CUST_2638,11318.15,Negotiation,Sales Pipeline,False,False,2025-12-23 16:50:40.580335,2025-09-29 16:50:40.580338,17,Mock Data
DEAL_0379,Deal 379,CUST_3652,8269.78,Proposal,Consulting Pipeline,False,False,2025-12-25 16:50:40.580358,2025-10-24 16:50:40.580361,31,Mock Data
DEAL_0380,Deal 380,CUST_0698,7402.97,Closed Won,Consulting Pipeline,True,True,2025-09-21 16:50:40.580381,2025-11-30 16:50:40.580383,100,Mock Data
DEAL_0381,Deal 381,CUST_1642,1378.59,Proposal,Consulting Pipeline,False,False,2025-12-29 16:50:40.580402,2025-07-30 16:50:40.580405,25,Mock Data
DEAL_0382,Deal 382,CUST_1360,2162.77,Proposal,Sales Pipeline,False,False,2025-11-29 16:50:40.580425,2025-08-28 16:50:40.580428,24,Mock Data
DEAL_0383,Deal 383,CUST_2889,12725.3,Prospecting,Sales Pipeline,False,False,2025-12-27 16:50:40.580448,2025-12-05 16:50:40.580451,16,Mock Data
DEAL_0384,Deal 384,CUST_1637,103.78,Qualification,Sales Pipeline,False,False,2026-01-07 16:50:40.580471,2025-07-17 16:50:40.580474,43,Mock Data
DEAL_0385,Deal 385,CUST_3850,538.19,Proposal,Partnership Pipeline,False,False,2025-11-25 16:50:40.580494,2025-08-18 16:50:40.580496,58,Mock Data
DEAL_0386,Deal 386,CUST_3288,140.77,Negotiation,Consulting Pipeline,False,False,2025-11-18 16:50:40.580517,2025-09-28 16:50:40.580519,24,Mock Data
DEAL_0387,Deal 387,CUST_0679,8607.89,Proposal,Partnership Pipeline,False,False,2025-11-25 16:50:40.580539,2025-09-18 16:50:40.580542,72,Mock Data
DEAL_0388,Deal 388,CUST_4302,8230.23,Closed Won,Sales Pipeline,True,True,2025-09-25 16:50:40.580563,2025-07-06 16:50:40.580565,100,Mock Data
DEAL_0389,Deal 389,CUST_4931,563.75,Prospecting,Consulting Pipeline,False,False,2025-12-21 16:50:40.580584,2025-06-28 16:50:40.580586,69,Mock Data
DEAL_0390,Deal 390,CUST_0613,36089.03,Closed Won,Sales Pipeline,True,True,2025-10-31 16:50:40.580607,2025-10-10 16:50:40.580609,100,Mock Data
DEAL_0391,Deal 391,CUST_3207,49.01,Negotiation,Consulting Pipeline,False,False,2025-11-22 16:50:40.580628,2025-12-07 16:50:40.580630,73,Mock Data
DEAL_0392,Deal 392,CUST_0256,4576.62,Negotiation,Consulting Pipeline,False,False,2025-11-15 16:50:40.580651,2025-11-25 16:50:40.580654,78,Mock Data
DEAL_0393,Deal 393,CUST_0276,2086.58,Proposal,Sales Pipeline,False,False,2025-12-02 16:50:40.580680,2025-06-15 16:50:40.580684,61,Mock Data
DEAL_0394,Deal 394,CUST_4672,262.65,Closed Won,Sales Pipeline,True,True,2025-09-18 16:50:40.580708,2025-06-19 16:50:40.580710,100,Mock Data
DEAL_0395,Deal 395,CUST_0474,4303.44,Prospecting,Partnership Pipeline,False,False,2025-11-26 16:50:40.580729,2025-10-16 16:50:40.580732,22,Mock Data
DEAL_0396,Deal 396,CUST_4291,671.25,Prospecting,Partnership Pipeline,False,False,2025-12-21 16:50:40.580752,2025-10-16 16:50:40.580755,51,Mock Data
DEAL_0397,Deal 397,CUST_2059,15693.21,Closed Lost,Consulting Pipeline,True,False,2025-12-02 16:50:40.580775,2025-09-26 16:50:40.580778,0,Mock Data
DEAL_0398,Deal 398,CUST_1997,9496.7,Negotiation,Partnership Pipeline,False,False,2025-12-25 16:50:40.580797,2025-08-05 16:50:40.580799,54,Mock Data
DEAL_0399,Deal 399,CUST_3227,6675.18,Prospecting,Sales Pipeline,False,False,2025-12-06 16:50:40.580820,2025-11-14 16:50:40.580822,86,Mock Data
DEAL_0400,Deal 400,CUST_1733,145.2,Closed Won,Consulting Pipeline,True,True,2025-09-22 16:50:40.580842,2025-07-26 16:50:40.580845,100,Mock Data
DEAL_0401,Deal 401,CUST_0050,275.9,Proposal,Partnership Pipeline,False,False,2025-12-12 16:50:40.580863,2025-10-21 16:50:40.580866,34,Mock Data
DEAL_0402,Deal 402,CUST_3650,1119.56,Closed Lost,Partnership Pipeline,True,False,2025-12-08 16:50:40.580889,2025-07-18 16:50:40.580892,0,Mock Data
DEAL_0403,Deal 403,CUST_3130,1468.4,Qualification,Sales Pipeline,False,False,2025-12-18 16:50:40.580911,2025-11-19 16:50:40.580913,81,Mock Data
DEAL_0404,Deal 404,CUST_0121,8855.57,Closed Won,Partnership Pipeline,True,True,2025-12-06 16:50:40.580934,2025-06-26 16:50:40.580936,100,Mock Data
DEAL_0405,Deal 405,CUST_2636,1222.47,Qualification,Partnership Pipeline,False,False,2025-12-12 16:50:40.580955,2025-07-06 16:50:40.580958,51,Mock Data
DEAL_0406,Deal 406,CUST_3117,1281.44,Qualification,Sales Pipeline,False,False,2026-01-02 16:50:40.580978,2025-08-15 16:50:40.580981,53,Mock Data
DEAL_0407,Deal 407,CUST_0623,10704.89,Negotiation,Consulting Pipeline,False,False,2025-11-13 16:50:40.581001,2025-11-03 16:50:40.581004,23,Mock Data
DEAL_0408,Deal 408,CUST_2276,3984.84,Proposal,Partnership Pipeline,False,False,2025-11-19 16:50:40.581024,2025-10-09 16:50:40.581027,16,Mock Data
DEAL_0409,Deal 409,CUST_1370,8362.58,Closed Lost,Sales Pipeline,True,False,2025-10-21 16:50:40.581047,2025-09-13 16:50:40.581050,0,Mock Data
DEAL_0410,Deal 410,CUST_0242,19853.16,Proposal,Consulting Pipeline,False,False,2025-11-26 16:50:40.581068,2025-11-30 16:50:40.581071,59,Mock Data
DEAL_0411,Deal 411,CUST_0034,18557.78,Proposal,Partnership Pipeline,False,False,2025-12-13 16:50:40.581091,2025-11-27 16:50:40.581094,40,Mock Data
DEAL_0412,Deal 412,CUST_4715,552.03,Closed Won,Sales Pipeline,True,True,2025-11-14 16:50:40.581114,2025-09-16 16:50:40.581117,100,Mock Data
DEAL_0413,Deal 413,CUST_1414,523.05,Negotiation,Sales Pipeline,False,False,2025-11-28 16:50:40.581135,2025-09-26 16:50:40.581138,12,Mock Data
DEAL_0414,Deal 414,CUST_2356,108006.75,Qualification,Partnership Pipeline,False,False,2025-12-03 16:50:40.581158,2025-08-19 16:50:40.581161,67,Mock Data
DEAL_0415,Deal 415,CUST_0250,248.36,Negotiation,Partnership Pipeline,False,False,2025-12-20 16:50:40.581182,2025-07-26 16:50:40.581184,56,Mock Data
DEAL_0416,Deal 416,CUST_3516,2874.6,Negotiation,Sales Pipeline,False,False,2025-12-14 16:50:40.581204,2025-11-28 16:50:40.581207,64,Mock Data
DEAL_0417,Deal 417,CUST_1516,28508.12,Proposal,Partnership Pipeline,False,False,2025-11-26 16:50:40.581227,2025-12-06 16:50:40.581230,63,Mock Data
DEAL_0418,Deal 418,CUST_4974,491.56,Proposal,Partnership Pipeline,False,False,2025-12-21 16:50:40.581250,2025-08-26 16:50:40.581253,14,Mock Data
DEAL_0419,Deal 419,CUST_1422,80.14,Negotiation,Sales Pipeline,False,False,2025-11-26 16:50:40.581273,2025-09-15 16:50:40.581276,30,Mock Data
DEAL_0420,Deal 420,CUST_1333,33295.93,Closed Won,Partnership Pipeline,True,True,2025-09-19 16:50:40.581296,2025-10-12 16:50:40.581299,100,Mock Data
DEAL_0421,Deal 421,CUST_3605,3900.95,Qualification,Sales Pipeline,False,False,2025-11-17 16:50:40.581318,2025-09-10 16:50:40.581320,64,Mock Data
DEAL_0422,Deal 422,CUST_3093,3260.25,Closed Lost,Consulting Pipeline,True,False,2025-10-02 16:50:40.581340,2025-08-26 16:50:40.581343,0,Mock Data
DEAL_0423,Deal 423,CUST_3587,4720.83,Proposal,Partnership Pipeline,False,False,2025-11-09 16:50:40.581362,2025-08-02 16:50:40.581365,12,Mock Data
DEAL_0424,Deal 424,CUST_3792,1399.16,Negotiation,Sales Pipeline,False,False,2025-12-28 16:50:40.581386,2025-11-26 16:50:40.581388,19,Mock Data
DEAL_0425,Deal 425,CUST_0797,543.04,Prospecting,Consulting Pipeline,False,False,2026-01-02 16:50:40.581409,2025-11-13 16:50:40.581412,50,Mock Data
DEAL_0426,Deal 426,CUST_2066,3323.1,Closed Won,Sales Pipeline,True,True,2025-11-05 16:50:40.581432,2025-07-25 16:50:40.581435,100,Mock Data
DEAL_0427,Deal 427,CUST_0912,29644.04,Prospecting,Consulting Pipeline,False,False,2025-12-13 16:50:40.581453,2025-11-18 16:50:40.581456,34,Mock Data
DEAL_0428,Deal 428,CUST_4521,890.74,Closed Lost,Sales Pipeline,True,False,2025-10-08 16:50:40.581503,2025-12-04 16:50:40.581506,0,Mock Data
DEAL_0429,Deal 429,CUST_4877,44008.21,Negotiation,Partnership Pipeline,False,False,2025-11-09 16:50:40.581526,2025-07-02 16:50:40.581529,64,Mock Data
DEAL_0430,Deal 430,CUST_0781,9.45,Proposal,Consulting Pipeline,False,False,2026-01-05 16:50:40.581551,2025-11-03 16:50:40.581554,19,Mock Data
DEAL_0431,Deal 431,CUST_3474,2301.51,Qualification,Sales Pipeline,False,False,2025-12-13 16:50:40.581575,2025-11-09 16:50:40.581578,83,Mock Data
DEAL_0432,Deal 432,CUST_2619,2341.31,Closed Won,Consulting Pipeline,True,True,2025-11-01 16:50:40.581600,2025-08-24 16:50:40.581603,100,Mock Data
DEAL_0433,Deal 433,CUST_4164,341.28,Prospecting,Partnership Pipeline,False,False,2025-12-24 16:50:40.581622,2025-08-07 16:50:40.581624,18,Mock Data
DEAL_0434,Deal 434,CUST_1531,21067.85,Proposal,Sales Pipeline,False,False,2025-11-10 16:50:40.581646,2025-10-24 16:50:40.581649,50,Mock Data
DEAL_0435,Deal 435,CUST_2175,20269.64,Qualification,Sales Pipeline,False,False,2026-01-06 16:50:40.581671,2025-07-05 16:50:40.581674,89,Mock Data
DEAL_0436,Deal 436,CUST_2605,152298.58,Closed Lost,Partnership Pipeline,True,False,2025-09-11 16:50:40.581696,2025-10-11 16:50:40.581699,0,Mock Data
DEAL_0437,Deal 437,CUST_1989,452226.59,Closed Lost,Sales Pipeline,True,False,2025-11-05 16:50:40.581718,2025-08-26 16:50:40.581721,0,Mock Data
DEAL_0438,Deal 438,CUST_2309,2054.45,Closed Lost,Consulting Pipeline,True,False,2025-10-31 16:50:40.581740,2025-06-28 16:50:40.581742,0,Mock Data
DEAL_0439,Deal 439,CUST_0599,741.77,Qualification,Consulting Pipeline,False,False,2025-12-27 16:50:40.581761,2025-10-14 16:50:40.581764,47,Mock Data
DEAL_0440,Deal 440,CUST_0310,1645.66,Proposal,Sales Pipeline,False,False,2025-12-06 16:50:40.581785,2025-09-27 16:50:40.581787,46,Mock Data
DEAL_0441,Deal 441,CUST_1506,2440.02,Proposal,Consulting Pipeline,False,False,2025-12-11 16:50:40.581809,2025-10-25 16:50:40.581811,63,Mock Data
DEAL_0442,Deal 442,CUST_4585,15112.93,Closed Lost,Consulting Pipeline,True,False,2025-09-22 16:50:40.581832,2025-12-03 16:50:40.581835,0,Mock Data
DEAL_0443,Deal 443,CUST_1833,4284.05,Proposal,Consulting Pipeline,False,False,2026-01-07 16:50:40.581855,2025-06-26 16:50:40.581857,43,Mock Data
DEAL_0444,Deal 444,CUST_3810,1725.8,Closed Lost,Partnership Pipeline,True,False,2025-10-08 16:50:40.581878,2025-11-28 16:50:40.581881,0,Mock Data
DEAL_0445,Deal 445,CUST_2490,166108.53,Prospecting,Partnership Pipeline,False,False,2025-12-17 16:50:40.581900,2025-10-20 16:50:40.581903,10,Mock Data
DEAL_0446,Deal 446,CUST_4070,15276.57,Closed Won,Partnership Pipeline,True,True,2025-11-06 16:50:40.581925,2025-11-06 16:50:40.581928,100,Mock Data
DEAL_0447,Deal 447,CUST_0960,1284.02,Closed Lost,Partnership Pipeline,True,False,2025-09-20 16:50:40.581947,2025-11-26 16:50:40.581950,0,Mock Data
DEAL_0448,Deal 448,CUST_3333,5187.11,Closed Won,Consulting Pipeline,True,True,2025-10-15 16:50:40.581969,2025-10-29 16:50:40.581972,100,Mock Data
DEAL_0449,Deal 449,CUST_2247,559.78,Closed Lost,Sales Pipeline,True,False,2025-10-22 16:50:40.581991,2025-08-01 16:50:40.581993,0,Mock Data
DEAL_0450,Deal 450,CUST_0209,2574.22,Negotiation,Partnership Pipeline,False,False,2025-12-29 16:50:40.582013,2025-10-27 16:50:40.582015,70,Mock Data
DEAL_0451,Deal 451,CUST_2382,8232.16,Qualification,Sales Pipeline,False,False,2025-12-17 16:50:40.582036,2025-12-08 16:50:40.582039,38,Mock Data
DEAL_0452,Deal 452,CUST_3419,280.14,Closed Lost,Sales Pipeline,True,False,2025-11-05 16:50:40.582060,2025-06-22 16:50:40.582063,0,Mock Data
DEAL_0453,Deal 453,CUST_0424,3057.88,Proposal,Sales Pipeline,False,False,2025-12-21 16:50:40.582082,2025-10-17 16:50:40.582085,10,Mock Data
DEAL_0454,Deal 454,CUST_0107,590.71,Negotiation,Consulting Pipeline,False,False,2026-01-03 16:50:40.582106,2025-09-17 16:50:40.582109,59,Mock Data
DEAL_0455,Deal 455,CUST_4765,63443.29,Proposal,Partnership Pipeline,False,False,2025-12-26 16:50:40.582129,2025-06-16 16:50:40.582132,15,Mock Data
DEAL_0456,Deal 456,CUST_0046,2208.18,Qualification,Partnership Pipeline,False,False,2025-12-15 16:50:40.582153,2025-09-28 16:50:40.582156,71,Mock Data
DEAL_0457,Deal 457,CUST_4823,8367.07,Closed Lost,Partnership Pipeline,True,False,2025-10-23 16:50:40.582176,2025-08-17 16:50:40.582179,0,Mock Data
DEAL_0458,Deal 458,CUST_3636,16652.08,Closed Lost,Consulting Pipeline,True,False,2025-12-09 16:50:40.582198,2025-09-30 16:50:40.582201,0,Mock Data
DEAL_0459,Deal 459,CUST_3756,181.15,Negotiation,Sales Pipeline,False,False,2025-11-15 16:50:40.582220,2025-08-26 16:50:40.582223,15,Mock Data
DEAL_0460,Deal 460,CUST_4530,329.04,Closed Lost,Sales Pipeline,True,False,2025-09-24 16:50:40.582243,2025-06-22 16:50:40.582246,0,Mock Data
DEAL_0461,Deal 461,CUST_0271,14511.91,Proposal,Consulting Pipeline,False,False,2025-11-22 16:50:40.582265,2025-07-04 16:50:40.582267,24,Mock Data
DEAL_0462,Deal 462,CUST_2032,617.92,Closed Won,Partnership Pipeline,True,True,2025-10-19 16:50:40.582288,2025-09-08 16:50:40.582290,100,Mock Data
DEAL_0463,Deal 463,CUST_1070,32.3,Proposal,Partnership Pipeline,False,False,2025-11-13 16:50:40.582309,2025-08-10 16:50:40.582312,31,Mock Data
DEAL_0464,Deal 464,CUST_2269,26025.08,Closed Lost,Sales Pipeline,True,False,2025-10-20 16:50:40.582332,2025-07-29 16:50:40.582335,0,Mock Data
DEAL_0465,Deal 465,CUST_0268,2170.16,Prospecting,Consulting Pipeline,False,False,2025-11-19 16:50:40.582354,2025-06-23 16:50:40.582356,31,Mock Data
DEAL_0466,Deal 466,CUST_4234,1280.33,Qualification,Consulting Pipeline,False,False,2025-12-07 16:50:40.582376,2025-08-15 16:50:40.582379,81,Mock Data
DEAL_0467,Deal 467,CUST_2584,34108.02,Prospecting,Sales Pipeline,False,False,2025-12-15 16:50:40.582400,2025-07-05 16:50:40.582402,78,Mock Data
DEAL_0468,Deal 468,CUST_1219,5165.75,Prospecting,Partnership Pipeline,False,False,2025-12-14 16:50:40.582422,2025-08-17 16:50:40.582425,20,Mock Data
DEAL_0469,Deal 469,CUST_4278,121.96,Qualification,Consulting Pipeline,False,False,2025-11-10 16:50:40.582445,2025-07-24 16:50:40.582448,53,Mock Data
DEAL_0470,Deal 470,CUST_2705,1870.11,Qualification,Consulting Pipeline,False,False,2025-12-07 16:50:40.582468,2025-08-26 16:50:40.582471,26,Mock Data
DEAL_0471,Deal 471,CUST_4146,191625.55,Prospecting,Partnership Pipeline,False,False,2025-11-13 16:50:40.582491,2025-08-17 16:50:40.582494,46,Mock Data
DEAL_0472,Deal 472,CUST_0214,526.15,Closed Won,Consulting Pipeline,True,True,2025-11-05 16:50:40.582514,2025-09-09 16:50:40.582517,100,Mock Data
DEAL_0473,Deal 473,CUST_2416,2150.83,Proposal,Consulting Pipeline,False,False,2025-12-12 16:50:40.582535,2025-09-17 16:50:40.582538,52,Mock Data
DEAL_0474,Deal 474,CUST_2821,15086.64,Negotiation,Partnership Pipeline,False,False,2025-11-13 16:50:40.582558,2025-11-17 16:50:40.582561,12,Mock Data
DEAL_0475,Deal 475,CUST_1776,443.08,Prospecting,Partnership Pipeline,False,False,2025-12-21 16:50:40.582581,2025-07-11 16:50:40.582583,19,Mock Data
DEAL_0476,Deal 476,CUST_3396,2164.34,Closed Won,Consulting Pipeline,True,True,2025-09-25 16:50:40.582603,2025-10-16 16:50:40.582606,100,Mock Data
DEAL_0477,Deal 477,CUST_1977,20632.3,Negotiation,Consulting Pipeline,False,False,2025-12-05 16:50:40.582624,2025-07-20 16:50:40.582627,66,Mock Data
DEAL_0478,Deal 478,CUST_1641,7203.3,Negotiation,Sales Pipeline,False,False,2025-12-08 16:50:40.582648,2025-11-02 16:50:40.582651,36,Mock Data
DEAL_0479,Deal 479,CUST_1463,12776.43,Prospecting,Consulting Pipeline,False,False,2025-11-09 16:50:40.582671,2025-07-31 16:50:40.582679,58,Mock Data
DEAL_0480,Deal 480,CUST_1483,1066.77,Closed Won,Consulting Pipeline,True,True,2025-11-03 16:50:40.582704,2025-11-03 16:50:40.582707,100,Mock Data
DEAL_0481,Deal 481,CUST_1882,703.08,Closed Won,Sales Pipeline,True,True,2025-09-27 16:50:40.582726,2025-08-04 16:50:40.582729,100,Mock Data
DEAL_0482,Deal 482,CUST_3062,45438.63,Proposal,Sales Pipeline,False,False,2025-11-09 16:50:40.582748,2025-11-26 16:50:40.582750,33,Mock Data
DEAL_0483,Deal 483,CUST_0376,2637.97,Proposal,Consulting Pipeline,False,False,2025-12-20 16:50:40.582771,2025-07-20 16:50:40.582773,46,Mock Data
DEAL_0484,Deal 484,CUST_0081,154.61,Negotiation,Sales Pipeline,False,False,2025-11-18 16:50:40.582794,2025-10-07 16:50:40.582796,43,Mock Data
DEAL_0485,Deal 485,CUST_3820,6434.14,Closed Won,Partnership Pipeline,True,True,2025-09-28 16:50:40.582817,2025-10-03 16:50:40.582819,100,Mock Data
DEAL_0486,Deal 486,CUST_3333,176704.65,Closed Lost,Consulting Pipeline,True,False,2025-11-21 16:50:40.582838,2025-12-02 16:50:40.582840,0,Mock Data
DEAL_0487,Deal 487,CUST_0149,7429.75,Negotiation,Sales Pipeline,False,False,2025-12-17 16:50:40.582859,2025-11-14 16:50:40.582862,71,Mock Data
DEAL_0488,Deal 488,CUST_4404,679.71,Qualification,Consulting Pipeline,False,False,2025-11-24 16:50:40.582882,2025-08-19 16:50:40.582885,70,Mock Data
DEAL_0489,Deal 489,CUST_3228,1847.75,Qualification,Partnership Pipeline,False,False,2025-12-14 16:50:40.582905,2025-07-15 16:50:40.582907,15,Mock Data
