date,disaster_type,event_name,location,impact_area,severity_level,title,source,category,wind_speed,rainfall,casualties,damages,damages_normalized,url,scrape_time
2025-03-29,Động đất,Động đất hôm,,Không xác định,Không xác định,Bể bơi vô cực của khách sạn tràn nước như thác đổ vì động đất,VietnamNet,Thiên tai địa chất,,,50 người bị thương,,,https://vietnamnet.vn/be-boi-vo-cuc-tran-nuoc-nhu-thac-do-vi-dong-dat-2385705.html,2025-12-06T14:05:05.815626
2025-03-31,Động đất,Động đất tại Myanmar xảy ra,,Không xác định,Không xác định,Thực hư hơn 300 căn hộ tại TPHCM bị nứt tường nghi do rung chấn động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/thuc-hu-hon-300-can-ho-tai-tphcm-bi-nut-tuong-nghi-do-rung-chan-dong-dat-2386066.html,2025-12-06T14:05:06.469579
2025-03-30,Động đất,Động đất mạnh,,Không xác định,Không xác định,Khoảnh khắc những người mắc kẹt được cứu khỏi đống đổ nát do động đất Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/khoanh-khac-nhung-nguoi-mac-ket-duoc-cuu-khoi-dong-do-nat-do-dong-dat-myanmar-2385984.html,2025-12-06T14:05:07.147858
2025-03-29,Động đất,Động đất mạnh,,Không xác định,Không xác định,"Nữ y tá quỳ gối, ôm chặt trẻ sơ sinh giữa trận động đất",VietnamNet,Thiên tai địa chất,,,2 người bị thương,,,https://vietnamnet.vn/nu-y-ta-quy-goi-om-chat-tre-so-sinh-giua-tran-dong-dat-2385733.html,2025-12-06T14:05:07.787442
2025-07-05,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Cảnh báo siêu động đất tại Nhật: Du lịch lúc này liệu có an toàn?,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/canh-bao-sieu-dong-dat-tai-nhat-du-lich-luc-nay-lieu-co-an-toan-2418239.html,2025-12-06T14:05:08.397470
2025-04-02,Động đất,Động đất hôm,,Không xác định,Không xác định,Những trường hợp sống sót kỳ diệu trong thảm họa động đất,VietnamNet,Thiên tai địa chất,,,900 người bị thương,,,https://vietnamnet.vn/nhung-truong-hop-song-sot-ky-dieu-trong-tham-hoa-dong-dat-2386549.html,2025-12-06T14:05:09.040619
2025-03-28,Động đất,Động đất và dư chấn dữ dội,,Không xác định,Không xác định,Nạn nhân động đất xếp hàng dài chờ cấp cứu ở bệnh viện thủ đô Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nan-nhan-dong-dat-xep-hang-dai-cho-cap-cuu-o-benh-vien-thu-do-myanmar-2385562.html,2025-12-06T14:05:09.675689
2025-07-13,Động đất,Động đất mạnh,,Không xác định,Không xác định,Trận động đất thế kỷ hé lộ bí mật ít người biết bên dưới Tử Cấm Thành,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/tran-dong-dat-the-ky-he-lo-bi-mat-it-nguoi-biet-ben-duoi-tu-cam-thanh-2420586.html,2025-12-06T14:05:10.353826
2025-03-31,Động đất,Động đất mạnh,,Không xác định,Không xác định,Cứu được người phụ nữ từ đống đổ nát sau hơn 60 giờ động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cuu-duoc-nguoi-phu-nu-tu-dong-do-nat-sau-hon-60-gio-dong-dat-2386268.html,2025-12-06T14:05:10.999204
2025-03-30,Động đất,,,Không xác định,Không xác định,Bí ẩn ‘tháp ma’ xây từ năm 1990 miễn nhiễm với động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bi-an-thap-ma-xay-tu-nam-1990-mien-nhiem-voi-dong-dat-2385761.html,2025-12-06T14:05:11.654120
2025-04-01,Động đất,Động đất mạnh,Miền Trung,Miền Trung,Không xác định,Cảnh tượng thảm khốc tại Myanmar sau động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/canh-tuong-tham-khoc-tai-myanmar-sau-dong-dat-7-7-do-richter-2386649.html,2025-12-06T14:05:12.331014
2025-03-30,Động đất,Động đất ở nước này đã lên tớ,,Không xác định,Không xác định,"Hơn 1.600 người thiệt mạng vì động đất, quốc tế khẩn trương hỗ trợ Myanmar",VietnamNet,Thiên tai địa chất,,,9 người chết,,,https://vietnamnet.vn/hon-1-600-nguoi-thiet-mang-vi-dong-dat-quoc-te-khan-truong-ho-tro-myanmar-2385822.html,2025-12-06T14:05:13.281862
2025-03-29,Động đất,Động đất như thế này giải phó,,Không xác định,Không xác định,"Động đất Myanmar mạnh hơn 330 quả bom nguyên tử, số người chết tăng trên 1.000",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-myanmar-manh-hon-330-qua-bom-nguyen-tu-so-nguoi-chet-tang-tren-1-000-2385708.html,2025-12-06T14:05:13.917218
2025-03-28,Động đất,Động đất xảy ra cách thị trấn,Miền Trung,Miền Trung,Không xác định,"Động đất mạnh 7,7 độ ở Myanmar, nhiều nước cũng cảm nhận được địa chấn",VietnamNet,Thiên tai địa chất,,,3 người chết,,,https://vietnamnet.vn/dong-dat-manh-7-7-do-o-myanmar-nhieu-nuoc-cung-cam-nhan-duoc-dia-chan-2385370.html,2025-12-06T14:05:14.542325
2025-04-02,Động đất,Động đất hôm,,Không xác định,Không xác định,Phát hiện dấu hiệu 70 người mất tích ở tòa nhà bị sập vì động đất tại Bangkok,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/phat-hien-dau-hieu-70-nguoi-mat-tich-o-toa-nha-bi-sap-vi-dong-dat-tai-bangkok-2386993.html,2025-12-06T14:05:15.162720
2025-03-28,Động đất,Động đất mạnh,"Hà Nội, Hồ Chí Minh, TP.HCM","Hà Nội, Hồ Chí Minh, TP.HCM",Không xác định,"Khoảnh khắc cao ốc, nhà cửa đổ sập vì động đất 7,7 độ richter ở Myanmar",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/khoanh-khac-cao-oc-nha-cua-do-sap-vi-dong-dat-77-do-richter-o-myanmar-2385385.html,2025-12-06T14:05:15.774837
2025-03-30,Động đất,Động đất đã lên tới ít nhất,"Miền Trung, Thái Bình, Bình Dương","Miền Trung, Thái Bình, Bình Dương",Không xác định,"Thêm dư chấn mới, động đất Myanmar tàn phá chưa từng thấy trong hơn một thế kỷ",VietnamNet,Thiên tai địa chất,,,"11 người chết, 400 người bị thương",,,https://vietnamnet.vn/dong-dat-myanmar-gay-tan-pha-chua-tung-thay-trong-hon-mot-the-ky-2385973.html,2025-12-06T14:05:16.392761
2025-03-28,Động đất,Động đất gây thiệt hại ở Myan,"Hà Nội, Miền Trung, Bình Dương","Hà Nội, Miền Trung, Bình Dương",Không xác định,Khuyến cáo người Việt sau động đất gây thiệt hại ở Myanmar và Thái Lan,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-gay-thiet-hai-myanmar-va-thai-lan-bo-ngoai-giao-khuyen-cao-nguoi-viet-2385481.html,2025-12-06T14:05:17.071978
2025-04-03,Động đất,Động đất kinh hoàng xảy ra tạ,,Không xác định,Không xác định,Thi thể Hoa hậu Myanmar 28 tuổi được phát hiện sau trận động đất thảm khốc,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/thi-the-hoa-hau-myanmar-28-tuoi-duoc-phat-hien-sau-tran-dong-dat-kinh-hoang-2387713.html,2025-12-06T14:05:17.729966
2025-04-01,Động đất,Động đất mạnh,,Không xác định,Không xác định,"Thực khách bỏ chạy vì động đất, nhà hàng thiệt hại vì không ai quay lại trả tiền",VietnamNet,Thiên tai địa chất,,,,40.000 tỷ đồng,40.0,https://vietnamnet.vn/thuc-khach-bo-chay-vi-dong-dat-nha-hang-thiet-hai-vi-khong-ai-quay-lai-tra-tien-2386510.html,2025-12-06T14:05:18.451356
2025-03-31,Động đất,Động đất cảnh báo sóng thần,Kon Tum,Kon Tum,Không xác định,Kon Tum xảy ra 3 trận động đất liên tiếp,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/kon-tum-xay-ra-3-tran-dong-dat-lien-tiep-2386201.html,2025-12-06T14:05:19.117668
2025-03-31,Động đất,Động đất … Lực lượng cứu hộ t,,Không xác định,Không xác định,Tình cảnh tang thương ở nơi gần tâm chấn thảm họa động đất Myanmar,VietnamNet,Thiên tai địa chất,,,1.700 người chết,,,https://vietnamnet.vn/tinh-canh-tang-thuong-o-noi-gan-tam-chan-tham-hoa-dong-dat-myanmar-2386120.html,2025-12-06T14:05:19.763801
2025-03-28,Động đất,Động đất và cảnh báo sóng thầ,Hà Nội,Hà Nội,Không xác định,Động đất ở Myanmar ảnh hưởng đến Hà Nội rủi ro “bằng 0”,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-o-myanmar-anh-huong-den-ha-noi-rui-ro-bang-0-2385388.html,2025-12-06T14:05:20.406023
2025-01-07,Động đất,Động đất ở Tây Tạng đã nhanh,,Không xác định,Không xác định,Động đất mạnh ở Trung Quốc: Gần 100 người thiệt mạng,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-manh-o-trung-quoc-gan-100-nguoi-thiet-mang-2361025.html,2025-12-06T14:05:21.431508
2025-03-28,Động đất,Động đất mạnh,,Không xác định,Không xác định,Bác sĩ phẫu thuật khẩn cấp cho bệnh nhân ngoài trời khi có động đất,VietnamNet,Thiên tai địa chất,,,3 người chết,,,https://vietnamnet.vn/bac-si-phau-thuat-khan-cap-cho-benh-nhan-ngoai-troi-khi-co-dong-dat-2385572.html,2025-12-06T14:05:22.099391
2025-06-06,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Hơn 200 tù nhân tranh thủ vượt ngục khi xảy ra động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nha-tu-rung-chuyen-vi-dong-dat-hon-200-tu-nhan-tranh-thu-vuot-nguc-2408398.html,2025-12-06T14:05:22.719075
2025-05-16,Động đất,Động đất mạnh,"Lai Châu, Điện Biên","Lai Châu, Điện Biên",Không xác định,Động đất 5 độ richter ở Điện Biên,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-5-do-richter-o-dien-bien-2401712.html,2025-12-06T14:05:23.357668
2025-04-04,Động đất,Động đất hơn,,Không xác định,Không xác định,"Thêm chung cư ở TPHCM bị ảnh hưởng do động đất, có người tử vong khi thoát hiểm",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/them-chung-cu-o-tphcm-bi-anh-huong-do-dong-dat-co-nguoi-tu-vong-khi-thoat-hiem-2388032.html,2025-12-06T14:05:24.008012
2024-12-21,Động đất,Động đất liên tiếp xảy ra tại,"Quảng Nam, Kon Tum","Quảng Nam, Kon Tum",Không xác định,Quảng Nam công bố tình huống khẩn cấp tại ngôi làng có nhiều đá lăn do động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/quang-nam-cong-bo-tinh-huong-khan-cap-tai-ngoi-lang-co-nhieu-da-lan-do-dong-dat-2349272.html,2025-12-06T14:05:24.641946
2025-04-03,Động đất,,,Không xác định,Không xác định,Sự thật vụ chồng gào khóc ngoài đống đổ nát sau động đất tìm vợ mang thai,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/su-that-vu-chong-gao-khoc-ngoai-dong-do-nat-sau-dong-dat-tim-vo-mang-thai-2387400.html,2025-12-06T14:05:25.287324
2025-03-28,Động đất,Động đất khiến nước trong bể,,Không xác định,Không xác định,Thái Lan thông báo tình hình bắt đầu dịu bớt sau động đất dữ dội,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/thai-lan-thong-bao-tinh-hinh-bat-dau-diu-bot-sau-dong-dat-du-doi-2385552.html,2025-12-06T14:05:25.922580
2025-03-28,Động đất,Động đất là sự rung chuyển độ,,Không xác định,Không xác định,Cách ứng phó khi bất ngờ gặp động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cach-ung-pho-khi-bat-ngo-gap-dong-dat-2385446.html,2025-12-06T14:05:26.550532
2025-01-07,Động đất,Động đất mạnh,,Không xác định,Không xác định,"Động đất mạnh tại Trung Quốc, hàng chục người thiệt mạng",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-manh-tai-trung-quoc-hang-chuc-nguoi-thiet-mang-2360990.html,2025-12-06T14:05:27.162725
2025-06-26,Động đất,Động đất xảy ra và ưu tiên hà,,Không xác định,Không xác định,"Cả nhà bỏ chạy vì động đất, cậu bé vẫn cố ăn vài miếng khiến dân mạng bật cười",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ca-nha-bo-chay-vi-dong-dat-cau-be-van-co-an-vai-mieng-khien-dan-mang-bat-cuoi-2415299.html,2025-12-06T14:05:27.800879
2025-04-06,Động đất,,,Không xác định,Không xác định,Thêm tình tiết mới bất ngờ vụ tòa nhà 30 tầng đổ sập trong động đất ở Thái Lan,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/them-tinh-tiet-moi-bat-ngo-vu-toa-nha-30-tang-do-sap-trong-dong-dat-o-thai-lan-2388353.html,2025-12-06T14:05:28.712110
2025-03-30,Động đất,Động đất gây ra,,Không xác định,Không xác định,Việt Nam viện trợ 300.000 USD giúp Myanmar khắc phục hậu quả động đất,VietnamNet,Thiên tai địa chất,,,"400 người bị thương, 300 người mất tích",,,https://vietnamnet.vn/viet-nam-vien-tro-300-000-usd-giup-myanmar-khac-phuc-hau-qua-dong-dat-2385986.html,2025-12-06T14:05:29.458714
2025-03-29,Động đất,Động đất đã khiến ít nhất,Miền Trung,Miền Trung,Không xác định,Ít nhất 154 người tử vong vì trận động đất mạnh nhất trong 100 năm ở Myanmar,VietnamNet,Thiên tai địa chất,,,"10 người chết, 16 người bị thương, 101 người mất tích",,,https://vietnamnet.vn/it-nhat-154-nguoi-tu-vong-vi-tran-dong-dat-manh-nhat-trong-100-nam-o-myanmar-2385591.html,2025-12-06T14:05:30.147984
2025-03-31,Động đất,Bão Haiyan,Hà Nội,Hà Nội,Không xác định,2 chuyến bay của Việt Nam đi cứu trợ động đất Myanmar,VietnamNet,Thiên tai địa chất,,,"1.600 người chết, 500 người bị thương",,,https://vietnamnet.vn/2-chuyen-bay-cua-viet-nam-di-cuu-tro-dong-dat-myanmar-2386234.html,2025-12-06T14:05:30.804210
2025-03-29,Động đất,Động đất còn khiến,,Không xác định,Không xác định,"Gần 700 người thiệt mạng vì động đất ở Myanmar, thương vong sẽ còn tăng",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/gan-700-nguoi-thiet-mang-vi-dong-dat-o-myanmar-thuong-vong-se-con-tang-2385631.html,2025-12-06T14:05:31.447110
2025-03-28,Động đất,Động đất đầu tiên,Miền Trung,Miền Trung,Không xác định,"Động đất càn quét dữ dội, số người thương vong ở Myanmar, Thái Lan tăng nhanh",VietnamNet,Thiên tai địa chất,,,"3 người chết, 200 người bị thương, 90 người mất tích",,,https://vietnamnet.vn/dong-dat-du-doi-o-myanmar-viet-nam-thai-lan-trung-quoc-cung-rung-chuyen-2385383.html,2025-12-06T14:05:32.208998
2025-04-04,Động đất,Động đất và cảnh báo sóng thầ,Kon Tum,Kon Tum,Không xác định,6 trận động đất liên tiếp xảy ra ở Kon Tum,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/6-tran-dong-dat-lien-tiep-xay-ra-o-kon-tum-2387984.html,2025-12-06T14:05:32.847205
2025-03-30,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Chiến sĩ Công an chia sẻ trước giờ sang Myanmar khắc phục hậu quả động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/chien-si-cong-an-chia-se-truoc-gio-sang-myanmar-khac-phuc-hau-qua-dong-dat-2385893.html,2025-12-06T14:05:33.514299
2025-04-01,Động đất,Động đất và rung chấn mạnh,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Chuyên gia chỉ cách gia cố toà nhà bị nứt do rung chấn động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/chuyen-gia-chi-cach-gia-co-toa-nha-bi-nut-do-rung-chan-dong-dat-2386404.html,2025-12-06T14:05:34.167292
2025-03-30,Động đất,Động đất tại Myanmar,,Không xác định,Không xác định,Bộ Công an Việt Nam đưa người sang hỗ trợ Myanmar khắc phục hậu quả động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bo-cong-an-viet-nam-dua-nguoi-sang-ho-tro-myanmar-khac-phuc-hau-qua-dong-dat-2385828.html,2025-12-06T14:05:34.803247
2025-03-31,Động đất,Động đất hôm,Miền Trung,Miền Trung,Không xác định,"Hơn 1.700 người thiệt mạng vì động đất, Myanmar tuyên bố quốc tang 1 tuần",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/hon-1-700-nguoi-thiet-mang-vi-dong-dat-myanmar-tuyen-bo-quoc-tang-1-tuan-2386344.html,2025-12-06T14:05:35.437258
2025-04-04,Động đất,Động đất vừa qua khiến người,,Không xác định,Không xác định,Hình ảnh cuối cùng của hoa hậu Myanmar 28 tuổi qua đời vì động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/hinh-anh-cuoi-cung-cua-hoa-hau-myanmar-vua-qua-doi-vi-dong-dat-2387762.html,2025-12-06T14:05:36.107503
2025-03-28,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Người Việt tại Myanmar kể phút sinh tử giữa tâm chấn động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-viet-tai-myanmar-ke-phut-sinh-tu-giua-tam-chan-dong-dat-2385483.html,2025-12-06T14:05:36.708864
2025-03-30,Động đất,Động đất mạnh,"Thái Bình, Miền Trung, Hà Nội","Thái Bình, Miền Trung, Hà Nội",Không xác định,Lô đất 150m2 đấu giá 23 tỷ ở Thái Bình; thiết kế chịu động đất cho cao ốc VN,VietnamNet,Thiên tai địa chất,,,"3 người chết, 90 người mất tích",,,https://vietnamnet.vn/lo-dat-dau-gia-23-ty-o-thai-binh-quy-dinh-chiu-dong-dat-cho-cao-oc-viet-nam-2385745.html,2025-12-06T14:05:37.607377
2025-04-17,Động đất,Động đất xảy ra sáng,,Không xác định,Không xác định,Khoảnh khắc đàn voi xếp vòng tròn bảo vệ con trong động đất gây sốt,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/khoanh-khac-dan-voi-xep-vong-tron-bao-ve-con-nho-trong-dong-dat-gay-sot-2391856.html,2025-12-06T14:05:38.249995
2025-03-30,Động đất,Động đất gây ra ở Myanmar sẽ,,Không xác định,Không xác định,Ảnh vệ tinh lột tả sức tàn phá của động đất với thành phố lớn thứ 2 Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/anh-ve-tinh-lot-ta-suc-tan-pha-cua-dong-dat-voi-thanh-pho-lon-thu-2-myanmar-2385922.html,2025-12-06T14:05:38.895668
2025-03-31,Động đất,Động đất mạnh,Miền Trung,Miền Trung,Không xác định,Người đàn ông dìu cụ bà đi 40 tầng để thoát thân trong động đất được khen ngợi,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-dan-ong-diu-cu-ba-di-40-tang-de-thoat-than-trong-dong-dat-duoc-khen-ngoi-2385989.html,2025-12-06T14:05:39.559337
2025-03-28,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,"Người dân Hà Nội, TPHCM hốt hoảng tháo chạy khỏi cao ốc khi động đất",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-dan-ha-noi-tp-ho-chi-minh-hot-hoang-thao-chay-khoi-cao-oc-khi-dong-dat-2385436.html,2025-12-06T14:05:40.171864
2025-05-28,Động đất,Động đất xảy ra ở vùng Tohoku,,Không xác định,Không xác định,Khách hủy tour đi Nhật vì cảnh báo động đất trong truyện tranh,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/khach-huy-tour-di-nhat-vi-canh-bao-dong-dat-trong-truyen-tranh-2405375.html,2025-12-06T14:05:40.815336
2025-04-03,Động đất,Động đất xảy ra vào thứ Sáu t,,Không xác định,Không xác định,Tòa nhà bị đổ sập trong động đất ở Thái Lan sử dụng thép kém chất lượng,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/toa-nha-bi-do-sap-trong-dong-dat-o-thai-lan-su-dung-thep-kem-chat-luong-2387614.html,2025-12-06T14:05:41.519020
2025-03-29,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Bản tin sáng 29/3: Ít nhất 154 người tử vong vì động đất mạnh nhất ở Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ban-tin-sang-29-3-it-nhat-154-nguoi-tu-vong-vi-dong-dat-manh-nhat-o-myanmar-2385602.html,2025-12-06T14:05:42.170149
2025-01-07,Động đất,Động đất lớn khiến nhiều ngườ,,Không xác định,Không xác định,Lãnh đạo Việt Nam gửi điện thăm hỏi về vụ động đất tại Trung Quốc,VietnamNet,Thiên tai địa chất,,,"126 người chết, 188 người bị thương",,,https://vietnamnet.vn/lanh-dao-viet-nam-gui-dien-tham-hoi-ve-vu-dong-dat-tai-trung-quoc-2361106.html,2025-12-06T14:05:42.809524
2025-04-02,Động đất,,"TP.HCM, Hà Nội","TP.HCM, Hà Nội",Không xác định,Bí ẩn khu vực hứng chịu 90% các trận động đất trên thế giới,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bi-an-khu-vuc-hung-chiu-90-cac-tran-dong-dat-tren-the-gioi-2386554.html,2025-12-06T14:05:43.409371
2025-04-09,Động đất,Động đất với cường độ mạnh,,Không xác định,Không xác định,"Thủ tướng: Việt Nam cứu hộ động đất tại Myanmar với tinh thần vô tư, trong sáng",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/thu-tuong-viet-nam-cuu-ho-dong-dat-tai-myanmar-voi-tinh-than-vo-tu-trong-sang-2389504.html,2025-12-06T14:05:44.107832
2025-03-30,Động đất,Động đất xảy ra tại Myanmar v,,Không xác định,Không xác định,"Bộ trưởng Ngoại giao ASEAN họp khẩn về khắc phục hậu quả động đất ở Myanmar, Thái Lan",VietnamNet,Thiên tai địa chất,,,1.644 người chết,,,https://vietnamnet.vn/bo-truong-ngoai-giao-asean-hop-khan-ve-khac-phuc-hau-qua-dong-dat-o-myanmar-2385911.html,2025-12-06T14:05:44.758529
2025-07-17,Động đất,Động đất ban đầu được ghi nhậ,,Không xác định,Không xác định,"Mỹ ra cảnh báo sóng thần sau trận động đất 7,2 độ ở Alaska",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/my-ra-canh-bao-song-than-sau-tran-dong-dat-7-2-do-o-alaska-2422613.html,2025-12-06T14:05:45.471771
2025-06-17,Động đất,,,Không xác định,Không xác định,Cuộc sống trong lâu đài và thảm họa động đất ở trời Tây qua tranh của Linh Huyền,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cuoc-song-trong-lau-dai-va-tham-hoa-dong-dat-o-troi-tay-qua-tranh-cua-linh-huyen-2412420.html,2025-12-06T14:05:46.146524
2025-04-02,Động đất,Động đất tại Myanmar vào ngày,,Không xác định,Không xác định,AI và vệ tinh đã hỗ trợ cứu nạn trong động đất Myanmar như thế nào?,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ai-va-ve-tinh-da-ho-tro-cuu-nan-trong-dong-dat-myanmar-nhu-the-nao-2386997.html,2025-12-06T14:05:46.790521
2025-04-01,Động đất,Động đất mạnh,,Không xác định,Không xác định,Viettel đã khôi phục 80% mạng di động tại khu vực xảy ra động đất ở Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/viettel-khoi-phuc-70-mang-di-dong-tai-khu-vuc-dong-dat-o-myanmar-2386634.html,2025-12-06T14:05:47.478522
2025-03-31,Động đất,,"Hà Nội, TP.HCM","Hà Nội, TP.HCM",Không xác định,Người phụ nữ được cứu sống sau 60 giờ mắc kẹt dưới đống đổ nát sau động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-phu-nu-duoc-cuu-song-sau-60-gio-mac-ket-duoi-dong-do-nat-sau-dong-dat-2386336.html,2025-12-06T14:05:48.081205
2025-01-08,Động đất,Động đất tăng mạnh so với báo,,Không xác định,Không xác định,"Động đất Trung Quốc: Số người tử nạn tăng mạnh, phản ứng khẩn cấp nâng lên cấp 1",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-trung-quoc-so-nguoi-tu-nan-tang-manh-phan-ung-khan-cap-nang-len-cap-1-2361212.html,2025-12-06T14:05:48.698776
2025-04-04,Động đất,Động đất nghiêm trọng ngày,Miền Trung,Miền Trung,Không xác định,Hành động đẹp của các hoa hậu Myanmar dành cho người dân sau trận động đất lịch sử,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dan-hoa-hau-myanmar-chung-tay-ho-tro-nguoi-dan-sau-tran-dong-dat-lich-su-2387899.html,2025-12-06T14:05:49.352460
2025-04-02,Động đất,Động đất cuối tuần trước đã l,,Không xác định,Không xác định,"5 ngày sau động đất, các tòa nhà ở Myanmar tiếp tục đổ sập",VietnamNet,Thiên tai địa chất,,,"639 người bị thương, 373 người mất tích",,,https://vietnamnet.vn/5-ngay-sau-dong-dat-cac-toa-nha-o-myanmar-tiep-tuc-do-sap-2387135.html,2025-12-06T14:05:49.980200
2025-01-08,Động đất,Động đất xảy ra sáng,,Không xác định,Không xác định,Động đất ở Trung Quốc: Người dân kể lại khoảnh khắc đối mặt với thảm họa,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-o-trung-quoc-nguoi-dan-ke-lai-khoanh-khac-doi-mat-voi-tham-hoa-2361172.html,2025-12-06T14:05:50.690897
2025-03-30,Động đất,Động đất xảy ra cách đảo chín,"Thái Bình, Bình Dương, Miền Trung","Thái Bình, Bình Dương, Miền Trung",Không xác định,"Cảnh báo sóng thần sau động đất 7,1 độ Richter ở Nam Thái Bình Dương",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/canh-bao-song-than-sau-dong-dat-7-1-do-richter-o-nam-thai-binh-duong-2386007.html,2025-12-06T14:05:51.365242
2025-05-03,Động đất,Động đất này hay chưa? Theo đ,,Không xác định,Không xác định,Nhật Bản căng mình ứng phó siêu động đất có thể khiến vài trăm nghìn người chết,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nhat-ban-cang-minh-ung-pho-sieu-dong-dat-co-the-khien-vai-tram-nghin-nguoi-chet-2395109.html,2025-12-06T14:05:52.013579
2025-02-03,Động đất,,"TP.HCM, Hà Nội","TP.HCM, Hà Nội",Không xác định,Bản tin cuối ngày 3/2: Hà Nội xảy ra động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ban-tin-cuoi-ngay-3-2-ha-noi-xay-ra-dong-dat-2368192.html,2025-12-06T14:05:52.685617
2025-04-28,Động đất,,,Không xác định,Không xác định,Một chiếc drone cứu mạng hàng ngàn du khách trong động đất như thế nào?,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/mot-chiec-drone-cuu-mang-hang-ngan-du-khach-trong-dong-dat-nhu-the-nao-2394839.html,2025-12-06T14:05:53.301543
