date,disaster_type,location,title,source,category,wind_speed,rainfall,casualties,damages,forecast,url,scrape_time
2025-03-30,Động đất,,Ảnh vệ tinh lột tả sức tàn phá của động đất với thành phố lớn thứ 2 Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/anh-ve-tinh-lot-ta-suc-tan-pha-cua-dong-dat-voi-thanh-pho-lon-thu-2-myanmar-2385922.html,2025-12-06T14:05:38.895668
2025-03-31,Động đất,,Người đàn ông dìu cụ bà đi 40 tầng để thoát thân trong động đất được khen ngợi,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-dan-ong-diu-cu-ba-di-40-tang-de-thoat-than-trong-dong-dat-duoc-khen-ngoi-2385989.html,2025-12-06T14:05:39.559337
2025-03-28,Động đất,Hà Nội,"Người dân Hà Nội, TPHCM hốt hoảng tháo chạy khỏi cao ốc khi động đất",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-dan-ha-noi-tp-ho-chi-minh-hot-hoang-thao-chay-khoi-cao-oc-khi-dong-dat-2385436.html,2025-12-06T14:05:40.171864
2025-05-28,Động đất,,Khách hủy tour đi Nhật vì cảnh báo động đất trong truyện tranh,VietnamNet,Thiên tai địa chất,,,,,"Văn phòng Nội các Nhật Bản đã đăng tin khẳng định rằng, ngay cả các thiết bị tối tân nhất cũng chưa thể đưa ra dự báo chính xác về một trận động đất",https://vietnamnet.vn/khach-huy-tour-di-nhat-vi-canh-bao-dong-dat-trong-truyen-tranh-2405375.html,2025-12-06T14:05:40.815336
2025-04-03,Động đất,,Tòa nhà bị đổ sập trong động đất ở Thái Lan sử dụng thép kém chất lượng,VietnamNet,Thiên tai địa chất,,32mm,,,,https://vietnamnet.vn/toa-nha-bi-do-sap-trong-dong-dat-o-thai-lan-su-dung-thep-kem-chat-luong-2387614.html,2025-12-06T14:05:41.519020
2025-03-29,Động đất,Hà Nội,Bản tin sáng 29/3: Ít nhất 154 người tử vong vì động đất mạnh nhất ở Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ban-tin-sang-29-3-it-nhat-154-nguoi-tu-vong-vi-dong-dat-manh-nhat-o-myanmar-2385602.html,2025-12-06T14:05:42.170149
2025-01-07,Động đất,,Lãnh đạo Việt Nam gửi điện thăm hỏi về vụ động đất tại Trung Quốc,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/lanh-dao-viet-nam-gui-dien-tham-hoi-ve-vu-dong-dat-tai-trung-quoc-2361106.html,2025-12-06T14:05:42.809524
2025-04-02,Động đất,Hà Nội,Bí ẩn khu vực hứng chịu 90% các trận động đất trên thế giới,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bi-an-khu-vuc-hung-chiu-90-cac-tran-dong-dat-tren-the-gioi-2386554.html,2025-12-06T14:05:43.409371
2025-04-09,Động đất,,"Thủ tướng: Việt Nam cứu hộ động đất tại Myanmar với tinh thần vô tư, trong sáng",VietnamNet,Thiên tai địa chất,,,,,"Ngoài ra, cần đẩy mạnh nghiên cứu, chuyển giao, ứng dụng khoa học và công nghệ, nâng cao năng lực dự báo, cảnh báo; tăng cường hợp tác quốc tế trong ứng phó, khắc phục hậu quả thảm họa, sự cố, thiên tai, dịch bệnh",https://vietnamnet.vn/thu-tuong-viet-nam-cuu-ho-dong-dat-tai-myanmar-voi-tinh-than-vo-tu-trong-sang-2389504.html,2025-12-06T14:05:44.107832
2025-03-30,Động đất,,"Bộ trưởng Ngoại giao ASEAN họp khẩn về khắc phục hậu quả động đất ở Myanmar, Thái Lan",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bo-truong-ngoai-giao-asean-hop-khan-ve-khac-phuc-hau-qua-dong-dat-o-myanmar-2385911.html,2025-12-06T14:05:44.758529
2025-07-17,Động đất,,"Mỹ ra cảnh báo sóng thần sau trận động đất 7,2 độ ở Alaska",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/my-ra-canh-bao-song-than-sau-tran-dong-dat-7-2-do-o-alaska-2422613.html,2025-12-06T14:05:45.471771
2025-06-17,Động đất,,Cuộc sống trong lâu đài và thảm họa động đất ở trời Tây qua tranh của Linh Huyền,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cuoc-song-trong-lau-dai-va-tham-hoa-dong-dat-o-troi-tay-qua-tranh-cua-linh-huyen-2412420.html,2025-12-06T14:05:46.146524
2025-04-02,Động đất,,AI và vệ tinh đã hỗ trợ cứu nạn trong động đất Myanmar như thế nào?,VietnamNet,Thiên tai địa chất,,,,,"Năm 2023, nhóm này đã theo dõi trận lũ lụt thảm khốc tại Libya để dự báo rủi ro và hỗ trợ công tác phục hồi; phân tích thiệt hại từ trận động đất lớn tại Thổ Nhĩ Kỳ vào tháng 3; và đánh giá mức độ ảnh hưởng của đám cháy rừng tại Maui vào tháng 8, trong đó hơn 2",https://vietnamnet.vn/ai-va-ve-tinh-da-ho-tro-cuu-nan-trong-dong-dat-myanmar-nhu-the-nao-2386997.html,2025-12-06T14:05:46.790521
2025-04-01,Động đất,,Viettel đã khôi phục 80% mạng di động tại khu vực xảy ra động đất ở Myanmar,VietnamNet,Thiên tai địa chất,cấp 10,,,,,https://vietnamnet.vn/viettel-khoi-phuc-70-mang-di-dong-tai-khu-vuc-dong-dat-o-myanmar-2386634.html,2025-12-06T14:05:47.478522
2025-03-31,Động đất,Hà Nội,Người phụ nữ được cứu sống sau 60 giờ mắc kẹt dưới đống đổ nát sau động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nguoi-phu-nu-duoc-cuu-song-sau-60-gio-mac-ket-duoi-dong-do-nat-sau-dong-dat-2386336.html,2025-12-06T14:05:48.081205
2025-01-08,Động đất,,"Động đất Trung Quốc: Số người tử nạn tăng mạnh, phản ứng khẩn cấp nâng lên cấp 1",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-trung-quoc-so-nguoi-tu-nan-tang-manh-phan-ung-khan-cap-nang-len-cap-1-2361212.html,2025-12-06T14:05:48.698776
2025-04-04,Động đất,,Hành động đẹp của các hoa hậu Myanmar dành cho người dân sau trận động đất lịch sử,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dan-hoa-hau-myanmar-chung-tay-ho-tro-nguoi-dan-sau-tran-dong-dat-lich-su-2387899.html,2025-12-06T14:05:49.352460
2025-04-02,Động đất,,"5 ngày sau động đất, các tòa nhà ở Myanmar tiếp tục đổ sập",VietnamNet,Thiên tai địa chất,,,373 người mất tích,,,https://vietnamnet.vn/5-ngay-sau-dong-dat-cac-toa-nha-o-myanmar-tiep-tuc-do-sap-2387135.html,2025-12-06T14:05:49.980200
2025-01-08,Động đất,,Động đất ở Trung Quốc: Người dân kể lại khoảnh khắc đối mặt với thảm họa,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-o-trung-quoc-nguoi-dan-ke-lai-khoanh-khac-doi-mat-voi-tham-hoa-2361172.html,2025-12-06T14:05:50.690897
2025-03-30,Động đất,,"Cảnh báo sóng thần sau động đất 7,1 độ Richter ở Nam Thái Bình Dương",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/canh-bao-song-than-sau-dong-dat-7-1-do-richter-o-nam-thai-binh-duong-2386007.html,2025-12-06T14:05:51.365242
2025-05-03,Động đất,,Nhật Bản căng mình ứng phó siêu động đất có thể khiến vài trăm nghìn người chết,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/nhat-ban-cang-minh-ung-pho-sieu-dong-dat-co-the-khien-vai-tram-nghin-nguoi-chet-2395109.html,2025-12-06T14:05:52.013579
2025-02-03,Động đất,Hà Nội,Bản tin cuối ngày 3/2: Hà Nội xảy ra động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ban-tin-cuoi-ngay-3-2-ha-noi-xay-ra-dong-dat-2368192.html,2025-12-06T14:05:52.685617
2025-04-28,Động đất,,Một chiếc drone cứu mạng hàng ngàn du khách trong động đất như thế nào?,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/mot-chiec-drone-cuu-mang-hang-ngan-du-khach-trong-dong-dat-nhu-the-nao-2394839.html,2025-12-06T14:05:53.301543
2025-03-31,Động đất,Hà Nội,Cách tòa nhà cao thứ 3 thế giới đứng sừng sững trong động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cach-toa-nha-cao-thu-3-the-gioi-dung-sung-sung-trong-dong-dat-2386219.html,2025-12-06T14:05:54.004204
2025-04-16,Động đất,,GHPGVN trao 120.000 USD hỗ trợ Phật giáo và nhân dân Myanmar sau động đất,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/ghpgvn-trao-120-000-usd-ho-tro-phat-giao-va-nhan-dan-myanmar-sau-dong-dat-2392018.html,2025-12-06T14:05:54.897850
2025-03-28,Động đất,Hà Nội,Giám đốc Trung tâm báo tin động đất: Người dân vẫn cần cẩn thận!,VietnamNet,Thiên tai địa chất,cấp 0,,,,,https://vietnamnet.vn/giam-doc-trung-tam-bao-tin-dong-dat-nguoi-dan-van-can-can-than-2385395.html,2025-12-06T14:05:55.541764
2025-03-31,Động đất,,Chung cư nứt toác lộ lõi thép sau động đất ở Thái Lan,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/chung-cu-nut-toac-lo-loi-thep-sau-dong-dat-o-thai-lan-2386126.html,2025-12-06T14:05:56.176131
2025-03-30,Động đất,Hà Nội,"Đội cứu hộ Bộ Công an mang flycam, radar sang Myanmar tìm nạn nhân động đất",VietnamNet,Thiên tai địa chất,,,,,"""Theo dự báo, tại Myanmar sẽ còn xảy ra dư chấn sau động đất, lực lượng cứu nạn cứu hộ sẽ thường xuyên cập nhật thông tin, nghiên cứu chiến thuật nhằm thích ứng nhanh nhất với địa hình và các tình huống phát sinh"", Đại úy Trần Văn Khả nói",https://vietnamnet.vn/doi-cuu-ho-bo-cong-an-mang-flycam-radar-sang-myanmar-tim-nan-nhan-dong-dat-2385852.html,2025-12-06T14:05:56.842952
2025-05-25,Động đất,,"Cậu bé 9 tuổi từng nổi tiếng vì cứu bạn trong động đất, giờ ra sao?",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/cau-be-9-tuoi-tung-noi-tieng-vi-cuu-ban-trong-dong-dat-gio-ra-sao-2403812.html,2025-12-06T14:05:57.483235
2025-03-29,Động đất,,Quân đội cử gần 80 chiến sĩ cùng chó nghiệp vụ cứu trợ động đất tại Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/quan-doi-cu-gan-80-chien-si-cung-cho-nghiep-vu-cuu-tro-dong-dat-tai-myanmar-2385752.html,2025-12-06T14:05:58.139949
2025-03-30,Động đất,,Lực lượng cứu hộ đối mặt khó khăn chồng chất vì thảm họa động đất Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/luc-luong-cuu-ho-doi-mat-kho-khan-chong-chat-vi-tham-hoa-dong-dat-myanmar-2385849.html,2025-12-06T14:05:58.799165
2025-03-28,Động đất,,"Hình ảnh sập cầu, nhà cửa đổ nát vì động đất ở thành phố lớn thứ 2 Myanmar",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/hinh-anh-chan-dong-o-thanh-pho-lon-thu-2-myanmar-sau-dong-dat-2385502.html,2025-12-06T14:05:59.564309
2025-04-08,Động đất,Hà Nội,Đoàn cứu hộ động đất Myanmar về đến sân bay Nội Bài,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/doan-cuu-ho-dong-dat-myanmar-ve-den-san-bay-noi-bai-2389126.html,2025-12-06T14:06:00.228124
2025-04-02,Động đất,,Sự thật gây ngỡ ngàng về tòa nhà 30 tầng đổ sập trong động đất ở Thái Lan,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/su-that-gay-ngo-ngang-ve-toa-nha-30-tang-do-sap-trong-dong-dat-o-thai-lan-2387064.html,2025-12-06T14:06:00.869947
2025-04-02,Động đất,,Bộ đội Việt Nam phối hợp cứu sống thanh niên mắc kẹt 5 ngày sau động đất ở Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/bo-doi-viet-nam-giai-cuu-nan-nhan-con-song-bi-mac-ket-sau-dong-dat-o-myanmar-2387068.html,2025-12-06T14:06:01.552263
2025-03-28,Động đất,Hà Nội,"Xảy ra động đất, làm gì khi ở trên tầng cao?",VietnamNet,Thiên tai địa chất,cấp 0,,,,,https://vietnamnet.vn/cach-ung-pho-khi-xay-ra-dong-dat-2385377.html,2025-12-06T14:06:02.182066
2025-03-28,Động đất,Hà Nội,"Sập tòa nhà ở Thái Lan, công trình Việt Nam có quy định chịu động đất?",VietnamNet,Thiên tai địa chất,cấp 0,,,,,https://vietnamnet.vn/sap-toa-nha-o-thai-lan-cong-trinh-viet-nam-co-quy-dinh-chiu-dong-dat-2385518.html,2025-12-06T14:06:02.861193
2025-02-03,Động đất,Hà Nội,Hà Nội xảy ra động đất,VietnamNet,Thiên tai địa chất,cấp 0,,,,,https://vietnamnet.vn/ha-noi-xay-ra-dong-dat-2368172.html,2025-12-06T14:06:03.482283
2025-01-07,Động đất,,"Động đất 7,1 độ ở Tây Tạng, hàng chục người thiệt mạng",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/dong-dat-7-1-do-o-tay-tang-it-nhat-9-nguoi-thiet-mang-2360892.html,2025-12-06T14:06:04.125515
2025-03-31,Động đất,Hà Nội,"Lực lượng cứu hộ Công an tiếp cận hiện trường động đất, huy động chó nghiệp vụ tìm nạn nhân",VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/doan-cuu-ho-bo-cong-an-bat-dau-tim-kiem-nan-nhan-bi-mac-ket-trong-toa-nha-3-tang-2386102.html,2025-12-06T14:06:04.778701
2025-03-28,Động đất,"Hà Nội, Hà Tĩnh","Nhiều tòa nhà ở Hà Nội, TPHCM rung lắc mạnh do động đất tại Myanmar",VietnamNet,Thiên tai địa chất,cấp 0,,,,,https://vietnamnet.vn/dan-chung-cu-o-ha-noi-cam-nhan-rung-lac-nhu-dong-dat-2385365.html,2025-12-06T14:06:05.475061
2025-04-08,Động đất,,Đoàn Quân đội Việt Nam về nước sau gần 10 ngày cứu hộ động đất ở Myanmar,VietnamNet,Thiên tai địa chất,,,,,,https://vietnamnet.vn/doan-quan-doi-viet-nam-ve-nuoc-sau-gan-10-ngay-cuu-ho-dong-dat-o-myanmar-2388861.html,2025-12-06T14:06:06.119079
2025-09-11,Động đất,"Gia Lai, Kon Tum","Động đất ở Quảng Ngãi gây rung lắc, đồ vật rơi xuống đất",VnExpress,Thiên tai địa chất,cấp 1,,,,,https://vnexpress.net/dong-dat-o-quang-ngai-gay-rung-lac-do-vat-roi-xuong-dat-4937656.html,2025-12-06T14:03:57.105180
2025-07-30,Động đất,,"Động đất 8,8 độ ngoài khơi Nga, sóng thần đe dọa loạt quốc gia - Báo VnExpress",VnExpress,Thiên tai địa chất,,,,,"-
New Zealand phát cảnh báo
Cơ quan ứng phó thảm họa New Zealand cho biết dòng hải lưu mạnh và bất thường, cùng các đợt sóng không thể dự báo, có thể xuất hiện tại bờ biển nước này",https://vnexpress.net/dong-dat-8-7-do-ngoai-khoi-nga-loat-nuoc-phat-canh-bao-song-than-4920490.html,2025-12-06T14:03:58.831643
2025-04-04,Động đất,Kon Tum,6 trận động đất trong một giờ ở Kon Tum,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/6-tran-dong-dat-trong-mot-gio-o-kon-tum-4870094.html,2025-12-06T14:03:59.958567
2025-04-23,Động đất,Hà Nội,Hơn 150 người bị thương vì nhảy khỏi nhà giữa động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/hon-150-nguoi-bi-thuong-vi-nhay-khoi-nha-giua-dong-dat-4877887.html,2025-12-06T14:04:01.369743
2025-07-31,Động đất,,"Lý do động đất 8,8 độ ở Nga tạo ra sóng thần yếu hơn dự đoán",VnExpress,Thiên tai địa chất,,75-80 mm,,,,https://vnexpress.net/ly-do-dong-dat-8-8-do-o-nga-tao-ra-song-than-yeu-hon-du-doan-4920982.html,2025-12-06T14:04:02.546612
2024-12-01,Động đất,,Động đất làm đá lăn xuống gần khu dân cư,VnExpress,Thiên tai địa chất,cấp 0,,,,,https://vnexpress.net/dong-dat-lam-da-lan-xuong-gan-khu-dan-cu-4822462.html,2025-12-06T14:04:03.979095
2025-03-31,Động đất,,1.700 người thiệt mạng do động đất ở Myanmar,VnExpress,Thiên tai địa chất,,,300 người mất tích,,,https://vnexpress.net/1-700-nguoi-thiet-mang-do-dong-dat-o-myanmar-4867817.html,2025-12-06T14:04:05.421298
2025-07-30,Động đất,,"Sóng thần đổ bộ loạt bờ biển sau trận động đất 8,8 độ",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/song-than-do-bo-loat-bo-bien-sau-tran-dong-dat-8-8-do-4920799.html,2025-12-06T14:04:06.648088
2025-04-01,Động đất,,Những yếu tố định đoạt sinh tử của người mắc kẹt vì động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nhung-yeu-to-dinh-doat-sinh-tu-cua-nguoi-mac-ket-vi-dong-dat-4868328.html,2025-12-06T14:04:07.882576
2025-12-05,Động đất,,Cô gái cưới ân nhân cứu mạng sau 17 năm,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/co-gai-cuoi-an-nhan-cuu-mang-sau-17-nam-4989233.html,2025-12-06T14:04:08.463091
2025-04-02,Động đất,,Số người thiệt mạng vì động đất ở Myanmar tăng lên hơn 2.800,VnExpress,Thiên tai địa chất,,,373 người mất tích,,,https://vnexpress.net/so-nguoi-thiet-mang-vi-dong-dat-o-myanmar-tang-len-hon-2-800-4868991.html,2025-12-06T14:04:09.900575
2025-03-31,Động đất,,Nỗi lo với các tòa nhà cao tầng ở Bangkok sau động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/noi-lo-voi-cac-toa-nha-cao-tang-o-bangkok-sau-dong-dat-4867846.html,2025-12-06T14:04:11.360065
2025-06-26,Động đất,,Nhóm đảo Nhật hứng chịu hơn 470 trận động đất trong 6 ngày,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nhom-dao-nhat-hung-chiu-hon-470-tran-dong-dat-trong-6-ngay-4906584.html,2025-12-06T14:04:13.988047
2025-10-06,Động đất,"Quảng Ngãi, Gia Lai, Kon Tum","Động đất ở Quảng Ngãi, Gia Lai khiến đồ vật rung lắc",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/dong-dat-o-quang-ngai-gia-lai-khien-do-vat-rung-lac-4947601.html,2025-12-06T14:04:15.483392
2025-09-01,Động đất,,800 kg thuốc được đưa tới vùng động đất Afghanistan,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/800-kg-thuoc-duoc-dua-toi-vung-dong-dat-afghanistan-4933954.html,2025-12-06T14:04:16.595231
2025-03-31,Động đất,,Tại sao động đất khó dự đoán chính xác?,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/tai-sao-dong-dat-kho-du-doan-chinh-xac-4867832.html,2025-12-06T14:04:17.850934
2025-03-31,Động đất,,Tử khí bao trùm hiện trường động đất Myanmar,VnExpress,Thiên tai địa chất,,,300 người mất tích,,,https://vnexpress.net/tu-khi-bao-trum-hien-truong-dong-dat-myanmar-4867847.html,2025-12-06T14:04:19.519506
2024-11-09,Động đất,"Hà Nội, vịnh Bắc Bộ","Động đất 3,3 độ ở Phú Thọ",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/dong-dat-3-3-do-o-phu-tho-4814171.html,2025-12-06T14:04:20.987851
2025-03-31,Động đất,,Người chết trong động đất Myanmar tăng lên hơn 2.000,VnExpress,Thiên tai địa chất,cấp 8,,,,,https://vnexpress.net/nguoi-chet-trong-dong-dat-myanmar-tang-len-hon-2-000-4868218.html,2025-12-06T14:04:22.195707
2025-09-01,Động đất,Hà Nội,"Động đất ở Afghanistan, hơn 800 người thiệt mạng",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/dong-dat-o-afghanistan-hon-800-nguoi-thiet-mang-4933929.html,2025-12-06T14:04:23.623441
2025-04-02,Động đất,,"Nghĩa trang, lò hỏa táng Myanmar quá tải sau động đất",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nghia-trang-lo-hoa-tang-myanmar-qua-tai-sau-dong-dat-4868438.html,2025-12-06T14:04:24.982586
2025-05-17,Động đất,,Hệ thống giúp nhà cao tầng chịu hàng trăm trận động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/he-thong-giup-nha-cao-tang-chiu-hang-tram-tran-dong-dat-4886623.html,2025-12-06T14:04:26.392660
2025-09-04,Động đất,,Người chết do động đất ở Afghanistan tăng lên hơn 2.200,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nguoi-chet-do-dong-dat-o-afghanistan-tang-len-hon-2-200-4935208.html,2025-12-06T14:04:27.490959
2025-09-29,Động đất,Kon Tum,Động đất liên tiếp ở Quảng Ngãi,VnExpress,Thiên tai địa chất,cấp 0,,,,,https://vnexpress.net/dong-dat-lien-tiep-o-quang-ngai-4944995.html,2025-12-06T14:04:28.716115
2025-03-31,Động đất,,WHO viện trợ khẩn cấp cho Myanmar sau động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/who-vien-tro-khan-cap-cho-myanmar-sau-dong-dat-4868103.html,2025-12-06T14:04:30.560991
2025-04-07,Động đất,,Những người Bangkok sợ ở chung cư sau động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nhung-nguoi-bangkok-so-o-chung-cu-sau-dong-dat-4870994.html,2025-12-06T14:04:32.275554
2025-03-28,Động đất,,Thoát hiểm trong động đất,VnExpress,Thiên tai địa chất,,,,,"EAP không phải là thứ xa xỉ, mà là ""bảo hiểm sinh mạng"" thiết yếu cho cộng đồng, bởi tự nhiên, môi trường ngày càng khắc nghiệt, khó dự báo, và một khi thảm họa xảy ra, thiệt hại sẽ rất khó lường",https://vnexpress.net/thoat-hiem-trong-dong-dat-4867223.html,2025-12-06T14:04:33.352313
2025-09-05,Động đất,,Nạn nhân động đất Afghanistan tuyệt vọng vì quy định 'thụ thụ bất thân',VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nan-nhan-dong-dat-afghanistan-tuyet-vong-vi-quy-dinh-thu-thu-bat-than-4935352.html,2025-12-06T14:04:34.467214
2025-03-30,Động đất,,Các Ngoại trưởng ASEAN họp khẩn về động đất ở Myanmar,VnExpress,Thiên tai địa chất,,,83 người mất tích,,,https://vnexpress.net/cac-ngoai-truong-asean-hop-khan-ve-dong-dat-o-myanmar-4867706.html,2025-12-06T14:04:36.037806
2025-03-29,Động đất,,Y tá quỳ gối ôm chặt bé sơ sinh trong động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/y-ta-quy-goi-om-chat-be-so-sinh-trong-dong-dat-4867476.html,2025-12-06T14:04:37.638671
2025-07-30,Động đất,,"Nga nêu lý do không có thương vong trong động đất, sóng thần",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/nga-neu-ly-do-khong-co-thuong-vong-trong-dong-dat-song-than-4920907.html,2025-12-06T14:04:39.111437
2025-03-29,Động đất,,Số người chết do động đất ở Myanmar có thể lên tới 100.000,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/so-nguoi-chet-do-dong-dat-o-myanmar-co-the-len-toi-100-000-4867285.html,2025-12-06T14:04:40.679966
2025-04-06,Động đất,,Singapore triển khai gián robot cứu trợ động đất tại Myanmar,VnExpress,Thiên tai địa chất,,,220 người mất tích,,,https://vnexpress.net/singapore-trien-khai-gian-robot-cuu-tro-dong-dat-tai-myanmar-4870668.html,2025-12-06T14:04:42.130959
2024-06-06,Động đất,Hà Nội,Động đất ở Yên Bái,VnExpress,Thiên tai địa chất,,,,,"Dọc hai đứt gãy này từng xảy ra động đất 4-4,9 độ, dự báo cực đại 5,1-5,5 độ",https://vnexpress.net/dong-dat-o-yen-bai-4755080.html,2025-12-06T14:04:43.437952
2025-04-05,Động đất,,Myanmar ghi nhận hơn 3.300 người chết vì động đất,VnExpress,Thiên tai địa chất,,,220 người mất tích,,,https://vnexpress.net/myanmar-ghi-nhan-hon-3-300-nguoi-chet-vi-dong-dat-4870442.html,2025-12-06T14:04:44.735651
2025-07-10,Động đất,,Manga 'tiên tri' động đất ở Nhật,VnExpress,Thiên tai địa chất,cấp 5,,,,"Dù không có ""thảm họa tận thế"" như dự báo, truyện vẫn trở thành tâm điểm truyền thông sau loạt địa chấn, thu hút nhiều đồn đoán về khả năng giấc mơ của nhà văn Ryo Tatsuki ""ứng nghiệm""",https://vnexpress.net/manga-tien-tri-dong-dat-o-nhat-4911640.html,2025-12-06T14:04:46.010143
2025-04-02,Động đất,,Giải pháp an toàn điện khi động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/giai-phap-an-toan-dien-khi-dong-dat-4868160.html,2025-12-06T14:04:47.412066
2025-03-31,Động đất,,Bộ Y tế Thái Lan cảnh báo hội chứng 'say động đất',VnExpress,Thiên tai địa chất,cấp 1669,,,,,https://vnexpress.net/bo-y-te-thai-lan-canh-bao-hoi-chung-say-dong-dat-4868272.html,2025-12-06T14:04:48.566654
2025-03-28,Động đất,Hà Nội,Việt Nam rung lắc sau động đất hơn 7 độ ở Myanmar,VnExpress,Thiên tai địa chất,,,7 người chết,,,https://vnexpress.net/viet-nam-rung-lac-sau-dong-dat-hon-7-do-o-myanmar-4867036-tong-thuat.html,2025-12-06T14:04:49.894681
2025-04-04,Động đất,,Thi thể hoa hậu Myanmar được tìm thấy sau động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/thi-the-hoa-hau-myanmar-duoc-tim-thay-sau-dong-dat-4869936.html,2025-12-06T14:04:51.323113
2025-04-01,Động đất,Hà Nội,Số người chết do động đất ở Myanmar lên hơn 2.700,VnExpress,Thiên tai địa chất,,,20 người chết,,,https://vnexpress.net/so-nguoi-chet-do-dong-dat-o-myanmar-len-hon-2-700-4868553.html,2025-12-06T14:04:52.863021
2025-03-31,Động đất,,Chung cư có bắt buộc thiết kế chống động đất?,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/chung-cu-co-bat-buoc-thiet-ke-chong-dong-dat-4867947.html,2025-12-06T14:04:53.997029
2025-03-31,Động đất,,Cứu hộ Việt Nam tiếp cận nạn nhân động đất ở Myanmar,VnExpress,Thiên tai địa chất,cấp 24,,,,,https://vnexpress.net/cuu-ho-viet-nam-tiep-can-nan-nhan-dong-dat-o-myanmar-4868234.html,2025-12-06T14:04:56.218805
2025-04-02,Động đất,,Mất 170 người thân thiết trong động đất Myanmar,VnExpress,Thiên tai địa chất,,,370 người mất tích,,,https://vnexpress.net/mat-170-nguoi-than-thiet-trong-dong-dat-myanmar-4869061.html,2025-12-06T14:04:57.623107
2025-03-31,Động đất,,Myanmar giải cứu nhiều người mắc kẹt gần ba ngày sau động đất,VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/myanmar-giai-cuu-nhieu-nguoi-mac-ket-gan-ba-ngay-sau-dong-dat-4867964.html,2025-12-06T14:04:59.405336
2025-10-01,Động đất,,"Động đất ở Philippines, 60 người chết",VnExpress,Thiên tai địa chất,,,,,,https://vnexpress.net/dong-dat-o-philippines-60-nguoi-chet-4945738.html,2025-12-06T14:05:00.983463
